day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,winddirection,windspeed
3985,1017,25.9,24.8,24.4,21.6,82,73,1,80,30.6
3986,1017.1,26,24.8,23.9,21.1,80,83,0,70,40.4
3987,1016.7,27.6,25.4,24,21.3,78,65,1,80,29.2
3988,1016.7,28.4,25.4,23.7,21.2,78,47,0,90,19.6
3989,1017.7,26.6,24.5,23.3,19.8,76,35,1,70,31.2
3990,1020.6,25.3,22.6,18.2,16.8,70,44,0,20,28.6
3991,1022.4,21.2,18.2,15.8,7.8,52,46,0,20,34.3
3992,1022.5,20.4,18.4,15.3,9.7,57,44,0,60,39.3
3993,1021.2,22.9,20.8,19.2,15,70,49,0,70,34
3994,1018.9,24.1,22.1,20.3,17.4,75,40,0,60,16
3995,1017.6,25.2,22.4,20.4,17.7,75,56,1,100,15.7
3996,1017.1,25.1,22.9,22,19,79,85,0,70,25
3997,1019.4,25,23.3,22.2,19.6,80,69,1,70,15.9
3998,1021.1,22.3,20.8,19.6,16.5,77,93,1,20,27.9
3999,1018.4,21,19.5,18.4,14.9,75,88,1,50,37.9
4000,1021.3,20.3,18.4,15.7,15.8,85,91,1,70,41.3
4001,1023.1,18.1,16.6,15.4,12.2,76,91,1,10,28.4
4002,1022.2,19.3,17.3,15.4,12.1,72,86,0,10,21.8
4003,1016.8,19,18,17,14.1,78,90,1,30,28.5
4004,1015.5,18.9,17.7,16.9,16.8,95,95,1,60,35.1
4005,1016.4,20.9,19.3,17.6,16.8,86,80,1,20,10.2
4006,1016.2,23,19.9,17.9,15.5,76,72,0,60,20.7
4007,1016.4,20.7,20,19.4,17.1,83,88,0,70,39.5
4008,1016.6,21,20.4,19.7,17.8,85,83,1,70,30.3
4009,1019,21.3,20.4,19.1,17.3,82,84,1,50,20.3
4010,1022.5,20.4,18.4,16,12.6,69,70,1,10,26.8
4011,1025.9,17.2,15.2,13.4,4.3,49,11,0,10,48
4012,1026.4,15.2,13.2,11.5,-0.4,39,25,0,20,35.6
4013,1025.4,16.5,13.9,11.3,3.1,48,11,0,40,25.2
4014,1022.5,18.2,16.2,13.8,8.7,62,71,0,30,29
4015,1021.3,18.6,17.6,17,12.9,75,88,1,40,19
4016,1020.3,21.1,19.4,17.1,16.2,82,87,1,50,22.5
4017,1017.8,20.6,19.9,18.7,17.6,87,88,1,60,27.3
4018,1016.8,22.3,21.1,19.8,19.6,91,79,1,40,15
4019,1020.4,24.7,22.3,21.1,20.7,91,70,1,40,9.4
4020,1020.6,21.4,18.2,16.1,13.5,75,89,1,10,27.6
4021,1022.7,19.7,17.9,16.9,13.3,74,87,0,30,21.6
4022,1026.6,18.8,17.7,16.9,15,84,90,1,30,18.4
4023,1025.9,18.6,17.3,16.3,12.8,75,85,1,20,25.9
4024,1025.3,18.9,17.7,16.4,13.3,75,78,1,70,33.4
4025,1026.4,19.2,17.3,15.2,13.3,78,86,1,20,20.9
4026,1025.9,20.5,17.8,15.5,13,74,66,0,20,23.3
4027,1022,19.9,18.3,16.8,13.1,72,49,1,80,26.3
4028,1019.7,21.7,18.9,17.2,15.6,81,83,1,50,15.3
4029,1018.9,20.3,19.3,18,18.4,95,91,1,40,14.2
4030,1015.9,22.3,20.6,19.1,18.8,90,88,1,50,16.9
4031,1018.8,21.3,20.7,20.2,19.9,95,81,1,40,13.7
4032,1021.8,24.3,20.9,19.2,18,84,51,1,20,14.5
4033,1020.8,21.4,18.8,17,15,79,56,0,30,21.5
4034,1020.6,21,18.4,16.5,14.4,78,28,0,60,14.3
4035,1017.5,18.9,18.1,17.1,14.3,78,79,0,70,39.3
4036,1016.5,18.5,18,17.2,15.5,85,91,1,70,37.7
4037,1019.9,20.4,18.1,16.5,16.4,90,90,1,40,23.3
4038,1020.8,18.5,17.3,16.1,13.7,79,86,0,20,23.9
4039,1019.3,18.7,16.1,14.2,12.1,77,34,0,30,24.4
4040,1015.4,17.5,16.5,15.6,12.9,79,81,1,60,33.2
4041,1013.5,16.1,15.1,14.5,14.6,97,97,1,50,37.5
4042,1011.5,17.1,16.4,15.5,15.6,95,93,1,60,40
4043,1017.1,20.6,17.8,14.8,16.1,90,79,1,20,23.4
4044,1020.1,17.8,15.2,11.9,11.1,76,49,0,50,28.4
4045,1019.6,17.6,16.4,15.3,12.5,78,84,0,60,38
4046,1017.7,16.8,15.5,14.8,13.9,90,92,1,70,50.6
4047,1018.9,17.1,16.1,15.1,15.3,95,100,1,50,26.2
4048,1027.1,16.2,14.1,10.3,12.9,92,100,1,50,35.3
4049,1034.6,10.4,8.5,7,3.4,70,95,1,20,55.5
4050,1032.6,7.1,4.9,3.1,2.2,61,96,1,20,59.5
4051,1027.1,10.8,7.4,4.3,3.7,46,25,0,20,28.7
4052,1022.7,13.5,10.4,8.1,2.5,59,85,1,20,21.3
4053,1018.2,15.3,13,9.8,11.6,92,95,1,20,29.6
4054,1017.9,17.4,16.1,14.8,15.7,98,100,1,60,28.8
4055,1020,17.4,16.6,15.9,15.9,96,91,1,50,25
4056,1019.9,19.9,17.6,16.2,15.5,88,80,0,50,21.2
4057,1022.2,16.2,15.7,15.3,13.4,86,93,1,70,43.1
4058,1024.4,15.6,12.4,10.7,11.2,93,96,1,20,31.9
4059,1023.6,11.2,10.4,9.4,6.8,79,94,1,10,27.3
4060,1021.8,14.3,12.5,10.3,8.6,77,88,1,40,21.3
4061,1021.2,18.8,15.2,13.3,10.9,76,45,0,40,9.1
4062,1024.9,18.6,14.8,12.3,8.4,66,18,0,20,24.4
4063,1026.1,17.4,13.6,11.2,0.3,39,13,0,20,44.7
4064,1023.9,18.1,13.7,9.9,1.7,36,2,0,20,20.5
4065,1020.8,19.6,14.8,11.6,4.3,52,0,0,40,16.7
4066,1017.5,21.2,16.7,12.7,7.2,54,29,0,40,17.2
4067,1014.9,17.3,16.6,15.3,9.8,64,77,1,40,22
4068,1013.4,22.4,18.8,17.2,16.4,86,80,1,40,15.8
4069,1012.5,21.6,19.2,17.6,18.5,95,86,1,30,13.9
4070,1014.8,25.9,23.1,21.3,21.1,89,76,0,200,10.2
4071,1024.3,24.6,21.7,17.4,18.1,81,82,1,20,15.3
4072,1025.4,17.5,13.2,11.4,6.6,64,88,1,20,33.5
4073,1024.1,15.1,12.8,10.9,6,63,89,0,20,23.5
4074,1021.9,14.4,12.9,11.6,8.9,77,91,1,20,19.2
4075,1020.3,15,13.7,11.7,11.8,89,95,1,40,18.6
4076,1023.2,16.3,15.3,14.6,13.3,88,94,1,40,22.2
4077,1022.2,20.1,16,12.5,9.6,67,55,1,20,23.9
4078,1020.6,15.9,15,14.7,11,77,82,1,70,44.7
4079,1022.3,17.6,16.1,14.6,14.7,91,88,1,50,24.4
4080,1027.5,16.7,15.5,13.7,14.3,92,88,1,20,19.3
4081,1028.9,15.5,13.7,12.3,10,78,88,1,20,28
4082,1027.4,16.8,14.8,13.5,10.5,76,87,0,20,20.4
4083,1024.7,17.6,15.2,14,11.6,79,88,1,30,15.2
4084,1023.8,17.5,15.5,13.8,11.7,79,79,1,20,9.1
4085,1024.4,20.9,16.6,13.3,11.5,72,49,0,20,9.2
4086,1024.7,24.8,18.5,14.4,10.1,61,19,0,40,16.9
4087,1023.8,19.7,16.5,14.6,11.5,73,43,0,70,34.2
4088,1020.9,20.6,16.6,14.4,11.4,72,32,0,60,27.1
4089,1018.1,23.8,18.7,15.4,14,75,46,0,40,14.7
4090,1016.7,23.2,20.2,18.1,16.9,82,71,0,40,15.4
4091,1015.8,23.1,20.8,19.2,16.9,79,83,1,30,13.3
4092,1014.9,25.9,21.8,19.2,18,79,72,0,220,6.6
4093,1012.5,21.3,19.7,18.9,18.2,91,76,1,40,13.8
4094,1012.5,21.5,20.1,18.9,18.9,93,88,0,40,15.3
4095,1019.5,22.9,20.8,17.1,19.9,95,88,1,50,15.1
4096,1022.6,17.2,13.4,10,12.2,93,93,1,20,39.7
4097,1017.7,14.3,11.9,10,8,77,93,1,20,25
4098,1014.5,14.5,13.6,12.7,11.4,87,100,1,50,36
4099,1018,17,15.8,14.4,15.1,96,99,1,50,22.8
4100,1017.1,16.5,15.3,14.2,12.4,83,89,1,20,26.7
4101,1015,15.5,14.8,14,11.1,79,94,1,70,38
4102,1014.3,16.3,15.3,14.1,13.6,90,100,1,60,33.2
4103,1012,17.4,16.5,15.6,16,97,97,1,50,26.5
4104,1013,21.9,19.5,17.2,19,97,92,1,30,13.1
4105,1014.7,24.9,22.4,20.3,21.4,94,85,1,40,12.5
4106,1014.8,23.1,19,17.6,17.4,91,96,1,50,28
4107,1013.4,18.2,17.1,16.4,16.3,95,95,1,60,38.3
4108,1012.8,17.3,16.6,15.9,16,96,100,1,50,33.5
4109,1020.2,20.6,18.4,17.1,18,97,95,1,40,22
4110,1023.9,17.7,15.3,12.7,14.9,98,99,1,70,42
4111,1023.6,15.7,13.7,11.6,9.2,75,88,1,20,19.4
4112,1024.1,20.2,15.8,12.6,9.8,68,22,0,70,13.4
4113,1024.1,22.4,17.3,14.6,8.4,58,19,0,30,14.6
4114,1021.4,19.9,16.9,15.2,10,65,58,0,60,26.9
4115,1018.3,19.4,17.7,15.7,9.6,59,74,1,50,20.5
4116,1015.3,22.2,20,18.4,16.3,79,89,1,40,14.8
4117,1014.5,25.5,21.5,19.1,18.9,86,83,0,50,4.5
4118,1015.6,25.3,21.9,19.9,19.5,86,83,0,50,8.3
4119,1014.6,23.8,21.3,19.8,19.6,90,81,1,40,14.5
4120,1012.5,26.5,23,21,20.7,87,88,0,50,9.2
4121,1013.3,28.1,23.6,20.7,21.4,88,84,1,120,8
4122,1013.3,24.4,22.3,20.7,20.8,91,78,1,40,14.8
4123,1013.2,26.5,23.1,21.5,21.6,91,83,0,70,20
4124,1013.3,26.9,23.9,22.4,22.3,91,84,0,40,10
4125,1011.6,27.9,25.3,23.2,22.9,87,84,1,40,9.1
4126,1009.2,27.5,25.7,24.4,23.2,86,88,1,200,17.3
4127,1010.1,26.3,23.3,21.3,21.9,92,93,1,190,20.5
4128,1009.1,22.8,21.5,20.1,19.9,91,89,1,70,31.8
4129,1005.5,21.3,20.3,19.9,19.3,94,88,1,70,29.8
4130,1008.5,25.1,21.8,20.9,21.6,98,93,1,40,14.5
4131,1011.4,25.2,23.1,21.6,22.8,98,88,1,30,11.2
4132,1010.5,23.5,21.1,20.6,20.6,97,88,1,30,20
4133,1010.9,28.1,24.7,20.6,22.7,89,81,1,210,15.3
4134,1014.4,27.5,25.9,24.1,24.2,90,86,1,190,16
4135,1017.4,26.7,23.1,20.1,20.8,87,81,1,80,19.6
4136,1014.6,21.8,20.5,20.1,18.1,86,88,1,70,35.3
4137,1012.5,22.9,21.6,20.2,19.5,88,89,1,40,20.9
4138,1010.7,28.4,24.6,22,22.3,87,80,1,30,7.3
4139,1008.2,26.1,23.7,21,22,90,81,1,300,11.1
4140,1008.7,27.7,24.9,22.6,22.8,88,81,1,240,13
4141,1009.8,26.1,24.4,23.2,23.2,93,84,1,190,8.5
4142,1009.5,28.4,26,23.9,24.3,90,83,1,180,13
4143,1008.2,28.5,27.2,26,24.5,86,87,1,200,24.2
4144,1010.4,29.1,26.8,25.4,24,85,83,1,230,20.2
4145,1013.9,28.2,26,24.7,23,84,78,1,50,12.5
4146,1012.2,26.3,24.1,22.9,19.6,76,68,1,90,30.5
4147,1011.5,23.4,22.5,20.8,18.7,80,89,1,60,27
4148,1011,23.4,22.2,20.4,20.9,92,90,1,50,23.7
4149,1011.4,29.8,25.6,22.8,23.6,89,82,1,50,11.1
4150,1011.4,30.8,26.5,22.8,23.9,86,84,1,220,11.8
4151,1010.5,28.2,25.8,23.2,23.4,87,82,1,40,9.2
4152,1009.9,30.9,28.1,26.2,25.1,84,85,0,180,15.4
4153,1010.6,30.5,28.4,27.2,25.3,83,84,0,190,15.5
4154,1011.4,31,28.7,27.1,25.1,81,69,0,170,12.1
4155,1010.1,31.2,28.7,27.3,25.2,82,80,0,150,9.5
4156,1008.1,30.6,28.7,26.9,25,81,69,0,170,16.3
4157,1008.6,28.4,26.6,23.7,24.3,87,84,1,220,12
4158,1009.8,28.8,25.5,23.4,20.6,75,62,0,80,26
4159,1012.4,27.6,25.1,23.7,21.4,80,78,1,70,28.6
4160,1014.2,27.8,25.5,24.4,22.2,82,88,1,50,24.9
4161,1012.1,27.7,25.4,24,23.4,89,86,1,70,28.3
4162,1011.2,29.8,26.6,24.4,23.7,85,75,1,50,15.7
4163,1012.3,27.1,24.8,22.5,19.4,73,69,1,10,21.9
4164,1012,24.6,23.7,23.2,20.1,80,86,1,80,39.5
4165,1009.9,26.3,24.5,23.4,19.9,76,79,0,70,30.3
4166,1006.9,28.1,25.5,24,22.5,84,85,1,70,26.4
4167,1005.9,26.2,25.2,24.3,24.2,94,88,1,40,22.3
4168,1007.8,28.3,26.5,24.7,24.3,88,77,1,230,25.9
4169,1008.4,30.8,27.2,25.3,22.7,77,63,0,20,11.3
4170,1007.9,28.9,26.8,24.8,23.2,81,65,1,20,7.9
4171,1007.8,30.7,27.5,25.4,24.1,82,61,1,180,7.4
4172,1007.6,30.9,28,26.2,24.7,82,62,1,100,16.2
4173,1006.4,29.5,27.6,26.7,24.8,85,84,1,70,34.8
4174,1007.6,29.1,27.5,26,25.5,89,88,1,130,32.5
4175,1007.9,30.3,27.7,24.5,25.6,89,89,1,200,24
4176,1008.8,31,29.1,27.2,26.1,84,77,1,210,19
4177,1009.5,32.1,29.8,28,26,80,73,1,220,22.8
4178,1007.8,31.8,29.9,28.7,25.7,79,72,0,220,25.2
4179,1006,32.8,30.1,28.6,26.2,80,73,0,230,31.7
4180,1006.5,33,30.3,28.7,26.3,79,58,0,230,27.4
4181,1007.9,32.4,30.3,29,26.5,80,77,1,220,28.8
4182,1008.8,33.8,28.7,24.7,25.4,83,75,1,220,20.8
4183,1008.8,30.4,26.9,25,24.3,86,87,1,20,9.8
4184,1008.1,29.1,26.2,24.8,24.7,91,80,1,20,11.2
4185,1006.3,30.7,28.1,26.3,25.4,86,75,1,20,9.5
4186,1005.7,30,27.1,24.1,25.1,89,85,1,190,12.6
4187,1005.7,31.7,28.2,26.6,25.7,86,79,1,195,11.6
4188,1005.9,31.1,27.9,26.6,25.8,89,80,1,220,14.6
4189,1005.7,27.8,26.6,25.4,25.4,93,85,1,230,20
4190,1005,29.2,27.1,25.4,25.8,93,96,1,220,29.8
4191,1004.2,31.5,29.7,28.5,26.7,84,90,1,220,24.3
4192,1005.3,31.7,30.2,29.2,26.6,81,88,1,220,30
4193,1006.7,32,30.3,29.3,26.3,79,86,1,210,29.3
4194,1008.2,31.4,29.4,28.2,25.9,82,88,1,230,23.2
4195,1010.5,32.1,29.4,26.7,25.9,82,85,1,220,12.8
4196,1010.3,30.8,29.3,27.7,26,83,81,1,200,19.8
4197,1008.5,34.2,30.1,27.8,26.1,80,41,0,130,12.4
4198,1009.3,34.4,30.8,28.6,26.3,78,59,1,170,12.1
4199,1009.5,33.7,30.6,28.7,25.6,75,51,0,200,12.6
4200,1008.4,33.7,30.5,28.5,25.3,75,32,0,220,10.9
4201,1008.1,34.1,30.4,28.4,24.7,72,20,0,210,9.6
4202,1008.9,35.2,31,28.8,25,72,38,0,180,9
4203,1009.1,35.5,31.4,28.9,26.1,74,39,0,150,9.1
4204,1007.5,35.1,31.3,29.4,26.3,75,57,1,160,11.9
4205,1007.5,35.1,31.1,28.6,26.7,78,61,1,60,15.7
4206,1010,32.3,29.1,26.3,26.3,85,83,1,220,26.1
4207,1010.3,33.3,29,27.5,26.7,87,79,1,160,23.4
4208,1008.9,33.1,30,27.8,26,80,83,1,190,24.4
4209,1009.1,33,30.1,27.7,26,79,78,1,190,21.9
4210,1008.7,32,29.4,26.9,26,82,86,1,200,21.9
4211,1006.6,31.5,29.4,27.3,25.8,82,84,1,190,25.1
4212,1007.5,33,30.1,28,25.9,78,83,1,180,33
4213,1008.4,32.6,29,25.8,26.5,87,88,1,130,22.5
4214,1005.9,28.8,27.3,24.7,26,93,88,1,130,24.8
4215,1001,34,30.2,27.9,25.6,77,53,1,270,11.3
4216,999,34.2,31,28.1,25.9,75,46,0,280,23.5
4217,1000.3,35.6,31.5,26.4,26.4,75,57,1,280,25
4218,1002.2,31.3,28.6,26.2,25,81,88,1,240,18.8
4219,1003.8,31.1,28.9,26.1,26.1,85,89,1,240,19.8
4220,1005,29,28.1,27,25.1,84,88,1,230,16.3
4221,1006.8,31.7,28.6,25.6,26.1,87,82,1,160,12.6
4222,1007,30.3,28.9,26.4,26.2,86,83,1,230,14.3
4223,1008.1,33,30.2,28.6,26.4,81,78,1,230,22.4
4224,1008.5,33.2,30.6,29,26.4,79,69,1,240,25.1
4225,1007.5,33.2,30.6,29,26.2,78,69,0,230,23.7
4226,1007.9,32.4,30.4,28.7,25.3,74,72,1,230,23.7
4227,1009.8,32.3,29.9,26.7,25.8,79,78,1,220,25.1
4228,1010.9,31.9,29.2,25.6,25.6,82,70,1,220,22.6
4229,1010.3,33.3,30,27.5,25.3,76,49,1,220,12.3
4230,1008.9,32.9,30,28.1,25.2,76,29,0,240,14.5
4231,1008.4,32.8,30,28,25.4,77,32,0,250,21.6
4232,1008.6,34,30.4,28,24.6,72,21,0,240,16
4233,1008.3,35,30.8,28.3,25.5,74,28,0,130,8.3
4234,1009.3,32,29.4,27,26.4,84,57,1,60,17.5
4235,1009.7,33.4,30.2,28,25.3,76,44,1,200,9.5
4236,1008.5,32.9,30.1,28.1,24.8,74,29,0,240,12.8
4237,1006.6,33.7,30.3,27.6,24.9,74,32,0,260,21.9
4238,1005.1,33.5,29.9,28.7,24.7,74,49,1,270,16.1
4239,1011.2,33.9,30.1,27,24.9,74,47,1,50,14.1
4240,1011.6,32.2,28.9,26.9,24.6,78,69,0,20,11.8
4241,1010.6,32.3,28.9,26.8,24.5,78,54,0,100,9.8
4242,1008.3,33.3,29.5,27.3,24.5,75,38,0,20,5.5
4243,1006.1,33.3,29.4,26.8,24.1,74,29,0,10,4.4
4244,1005.3,33.3,29.6,27.6,24.4,74,27,0,220,8.7
4245,1003.4,33.1,30.1,27.8,24.2,72,29,0,220,6.1
4246,998.5,33.3,30.7,28.2,24.9,72,40,0,290,10.9
4247,998.5,36.3,32.4,30,24,62,55,0,290,17.2
4248,1004.5,34.7,31,26.9,24.8,71,80,1,220,26.4
4249,1007.3,30.6,28.1,25.1,25.2,85,88,1,230,20.2
4250,1007.9,32.8,29.2,26.3,25.4,81,77,1,220,13.9
4251,1007.9,33.7,30,27.8,25.8,79,78,1,220,11.9
4252,1007.4,29.6,28,26.4,25.6,87,84,1,230,22.9
4253,1008.5,28.8,26.9,25.6,25.1,90,88,1,210,12.9
4254,1008.5,28.6,27,24.9,25,89,88,1,220,14.2
4255,1008.2,31.2,29.2,26.9,26.5,86,88,1,230,18
4256,1008,32.4,29.9,28.3,26.6,83,81,1,230,20.5
4257,1007.7,33.8,30.2,28.4,25.8,78,67,1,220,18.1
4258,1006.3,32.8,30.1,28.1,25.7,77,59,0,230,16.6
4259,1002.2,31.2,29.1,26.8,26.1,84,67,1,270,6.9
4260,1000.1,33.4,30,26.9,25.5,77,70,0,350,13.6
4261,1000,32,30.2,28.4,24.4,71,48,1,10,12
4262,1002.4,32.9,30.6,28,24.2,69,30,1,220,11.7
4263,1005.5,33.2,30.7,28.3,24.3,70,48,0,10,11
4264,1008.1,34.4,30.6,27.9,23.2,65,22,0,10,10.7
4265,1008.1,31.7,28.9,27.8,25.3,81,78,1,40,16.4
4266,1006.5,32.4,29,27,25,79,75,0,200,12
4267,1006.2,31.2,28.3,26.9,24.4,79,84,1,210,8.9
4268,1006.8,29.6,27.8,26.5,24.8,84,87,1,230,11
4269,1007.4,27.9,26.6,25.8,25.2,92,88,1,220,5.9
4270,1007.8,29,27.4,25.8,25,87,88,1,40,5.7
4271,1010.9,28.9,27.4,25.7,25.4,89,87,1,50,8.6
4272,1013,27.7,25.8,24.5,24.8,94,88,1,110,16.5
4273,1013.1,29,27.6,25.8,25.8,90,87,1,60,18.2
4274,1011.1,32.9,29.1,27,25.7,82,60,0,80,9.8
4275,1008.1,31.9,29.3,27.2,24.8,78,38,0,220,11.7
4276,1007.2,32.3,29.6,27.8,25.6,79,43,0,240,24.9
4277,1009.4,29.6,28.3,26.7,25.9,87,82,1,250,21.3
4278,1012,30.7,27.9,26.4,23.1,75,60,0,60,29
4279,1012.7,31.2,28.2,26.5,23,74,44,1,70,26.2
4280,1011.1,31.3,28.1,26.5,23.2,75,47,0,60,24.5
4281,1011.5,31,28.1,26.8,23.7,77,46,1,100,21.4
4282,1013,30.5,27.9,26.2,23.2,76,66,1,90,22.6
4283,1012.2,31.2,28,25.8,21.4,68,49,0,50,39.9
4284,1011.3,31.4,28,25.9,22.1,71,46,0,60,41.3
4285,1011.9,31.9,28.6,26.5,23.1,73,60,0,70,39.5
4286,1014.6,31,28.1,26.9,24.5,81,86,1,70,32.2
4287,1015,30.6,28.2,27.1,24.2,79,72,1,70,27.4
4288,1012.2,31.8,28.5,26.8,24,77,47,1,70,14.5
4289,1009.3,30.6,28.3,26.8,24.3,79,67,0,180,8.1
4290,1008.6,31.1,28.7,27.1,24.5,78,74,1,200,14.5
4291,1009.9,28.7,27.4,25.5,23.8,81,88,1,190,11.9
4292,1009.1,31,28.1,26.3,25.5,86,67,1,110,14.8
4293,1006.7,32,28.9,27.3,25.3,81,40,1,110,10.2
4294,1004.9,32,29.3,27.4,24.7,77,23,0,230,17.3
4295,1006.7,32.2,29.7,28.1,25.3,78,38,0,230,20.5
4296,1008.2,32.2,28.7,26.9,26.3,87,71,1,90,14
4297,1006.7,30.2,27.8,26.5,25,85,81,1,90,15.1
4298,1005.6,32.8,29,25.8,20.6,61,30,0,10,16.4
4299,1011,31.3,29.7,27.4,20,56,53,0,230,15.5
4300,1013,32.7,29.8,28.2,24.8,75,78,1,140,12.7
4301,1012.4,31.7,28.8,26.4,25.3,81,84,1,30,7.9
4302,1011.7,31.6,27.9,26.5,23.1,76,82,1,10,30.6
4303,1013.2,29.7,26.8,24.2,23.7,83,88,1,60,52.8
4304,1015.2,27.8,26.7,24.9,25.2,92,95,1,120,50.7
4305,1014.1,27.8,26.7,25.4,25.4,93,88,1,100,37
4306,1012.7,26.8,26,25.3,25.4,97,86,1,100,30.4
4307,1010.5,27.6,26.4,25,25,92,85,1,140,12.5
4308,1011.3,30,27.8,26.1,23.1,76,54,0,300,13
4309,1013.7,29.4,26.8,24.8,20.9,70,45,1,20,20.4
4310,1018,26.6,24.3,21.1,19.9,77,85,1,20,30.2
4311,1019,22.1,20.5,18.5,16.6,78,88,1,20,38.3
4312,1018.7,24.9,23.1,21,16.8,67,88,1,50,28.2
4313,1017.4,27.8,25.1,23.3,19.1,70,68,1,70,32.4
4314,1015.2,28.2,25,23.1,20.1,75,51,0,70,23.9
4315,1013.8,28.7,25.2,23.1,20.7,76,19,0,90,14.1
4316,1013.4,29.4,25.8,23.3,20.4,73,20,0,30,9.9
4317,1012.5,30.8,26.2,23.6,19.5,69,17,0,70,12.4
4318,1010.2,29.1,25.5,23.5,19.3,70,43,0,60,8.9
4319,1008.3,28.2,25.3,23.1,16.7,59,79,0,20,17.3
4320,1010.2,29.1,26.2,23.8,17.3,58,78,0,10,17.2
4321,1012,29.2,26.4,24.3,19.3,65,64,1,10,13.2
4322,1013,30.6,27,25.3,20.9,70,48,0,120,9.2
4323,1015,30.7,27,24.8,21.6,73,50,0,80,9.9
4324,1016.8,29.6,26.8,24.9,22.1,76,61,1,80,19.7
4325,1016.8,26.6,25.9,25.4,21.7,77,77,1,80,37.5
4326,1015.6,26.2,25.4,24.5,22.3,83,81,1,80,28.9
4327,1017,30.1,26.5,24.3,22.1,77,48,0,60,10.3
4328,1018.2,29.2,26.7,25.5,23.3,82,46,1,110,15.8
4329,1017.8,28.4,26.4,25.5,22.9,81,61,1,90,24.2
4330,1020.4,29.6,26.7,25.3,23.1,81,53,0,100,16.5
4331,1020.9,27.2,25.6,24.4,21.6,79,66,1,80,40.8
4332,1019.8,24.5,22.9,20.5,17.8,73,61,0,20,29.6
4333,1019.5,26,22.6,19.7,16,67,72,1,20,22.5
4334,1018.1,25.8,23.7,22.3,18.8,74,82,1,70,32.9
4335,1016.1,26.6,24.7,23.1,20.4,77,83,1,80,29.8
4336,1015.6,28.2,25.8,24.5,22,80,82,1,70,28.3
4337,1016.3,26.3,25.5,24.7,22.4,83,81,1,80,30.2
4338,1016.4,28.4,26.2,25.2,23.4,85,87,1,80,24.8
4339,1015.8,28.7,26.5,25.5,23.6,84,70,1,70,18
4340,1016.9,30.3,26.7,24.8,23.3,82,58,1,50,12.8
4341,1017.7,25.9,24.9,24,21.4,81,88,1,80,46.3
4342,1017.3,25.4,23.8,22.6,20.6,82,85,1,80,43.8
4343,1015.2,24.2,23.9,23.6,21.1,84,88,1,80,41.4
4344,1014.5,25.3,23.3,21,22.1,92,86,1,80,29.7
4345,1015.2,26.9,24.3,22.3,21.2,83,74,1,30,13.8
4346,1013.7,24.8,24.2,23.5,22.3,89,84,1,80,35.8
4347,1013.9,25.9,24.8,23.6,23.5,93,74,1,80,25.5
4348,1016,27.2,25.5,24.4,23.8,90,51,0,80,17.2
4349,1017,29.1,26.1,24.1,23.2,84,20,0,80,7.9
4350,1017.2,28.5,25.9,24.5,22.9,84,58,1,70,22.1
4351,1017,25.9,24.8,24.4,21.6,82,73,1,80,30.6
4352,1017.1,26,24.8,23.9,21.1,80,83,0,70,40.4
4353,1016.7,27.6,25.4,24,21.3,78,65,1,80,29.2
4354,1016.7,28.4,25.4,23.7,21.2,78,47,0,90,19.6
4355,1017.7,26.6,24.5,23.3,19.8,76,35,1,70,31.2
4356,1020.6,25.3,22.6,18.2,16.8,70,44,0,20,28.6
4357,1022.4,21.2,18.2,15.8,7.8,52,46,0,20,34.3
4358,1022.5,20.4,18.4,15.3,9.7,57,44,0,60,39.3
4359,1021.2,22.9,20.8,19.2,15,70,49,0,70,34
4360,1018.9,24.1,22.1,20.3,17.4,75,40,0,60,16
4361,1017.6,25.2,22.4,20.4,17.7,75,56,1,100,15.7
4362,1017.1,25.1,22.9,22,19,79,85,0,70,25
4363,1019.4,25,23.3,22.2,19.6,80,69,1,70,15.9
4364,1021.1,22.3,20.8,19.6,16.5,77,93,1,20,27.9
4365,1018.4,21,19.5,18.4,14.9,75,88,1,50,37.9
4366,1021.3,20.3,18.4,15.7,15.8,85,91,1,70,41.3
4367,1023.1,18.1,16.6,15.4,12.2,76,91,1,10,28.4
4368,1022.2,19.3,17.3,15.4,12.1,72,86,0,10,21.8
4369,1016.8,19,18,17,14.1,78,90,1,30,28.5
4370,1015.5,18.9,17.7,16.9,16.8,95,95,1,60,35.1
4371,1016.4,20.9,19.3,17.6,16.8,86,80,1,20,10.2
4372,1016.2,23,19.9,17.9,15.5,76,72,0,60,20.7
4373,1016.4,20.7,20,19.4,17.1,83,88,0,70,39.5
4374,1016.6,21,20.4,19.7,17.8,85,83,1,70,30.3
4375,1019,21.3,20.4,19.1,17.3,82,84,1,50,20.3
4376,1022.5,20.4,18.4,16,12.6,69,70,1,10,26.8
4377,1025.9,17.2,15.2,13.4,4.3,49,11,0,10,48
4378,1026.4,15.2,13.2,11.5,-0.4,39,25,0,20,35.6
4379,1025.4,16.5,13.9,11.3,3.1,48,11,0,40,25.2
4380,1022.5,18.2,16.2,13.8,8.7,62,71,0,30,29
4381,1021.3,18.6,17.6,17,12.9,75,88,1,40,19
4382,1020.3,21.1,19.4,17.1,16.2,82,87,1,50,22.5
4383,1017.8,20.6,19.9,18.7,17.6,87,88,1,60,27.3
4384,1016.8,22.3,21.1,19.8,19.6,91,79,1,40,15
4385,1020.4,24.7,22.3,21.1,20.7,91,70,1,40,9.4
